experimentId;instanceName;studyRegion;averageDemand;shareCustomersInTollZones;cUCC;cToll;tollType;sumTotalCost;sumUCCCost;qUsageUCC;numUCCUsage;uCCUsagePercent;numTrucksInTollArea;numMediumTrucks;numLargeTrucks;sumTollCost;numTollAreaTruckEntries
4437;ruhr_10-40-3-8_tw_60_d480_q3;Ruhr;3;20;4;0;none;1297.05612;0;0;0;0;9;5;0;0;22
4438;ruhr_10-40-3-8_tw_60_d480_q3;Ruhr;3;20;6;10;per_day;1355.79394;0;0;0;0;4;5;0;40;16
4439;ruhr_10-40-3-8_tw_60_d480_q3;Ruhr;3;20;6;15;per_day;1375.79394;0;0;0;0;4;5;0;60;16
4440;ruhr_10-40-3-8_tw_60_d480_q3;Ruhr;3;20;6;20;per_day;1393.69392;12;2;1;10;3;5;0;60;12
4441;ruhr_10-40-3-8_tw_60_d480_q3;Ruhr;3;20;6;5;per_day;1331.53474;0;0;0;0;5;5;0;25;20
4442;ruhr_10-40-3-8_tw_60_d480_q3;Ruhr;3;20;6;10;per_entrance;1412.45772;0;0;0;0;3;5;0;30;3
4443;ruhr_10-40-3-8_tw_60_d480_q3;Ruhr;3;20;6;15;per_entrance;1427.45772;0;0;0;0;3;5;0;45;3
4444;ruhr_10-40-3-8_tw_60_d480_q3;Ruhr;3;20;6;20;per_entrance;1442.45772;0;0;0;0;3;5;0;60;3
4445;ruhr_10-40-3-8_tw_60_d480_q3;Ruhr;3;20;6;5;per_entrance;1387.29198;0;0;0;0;5;5;0;30;6
4446;ruhr_10-40-3-8_tw_60_d480_q3;Ruhr;3;20;6;0;none;1297.05612;0;0;0;0;9;5;0;0;22
4447;ruhr_10-40-3-8_tw_60_d480_q3;Ruhr;3;20;8;10;per_day;1355.79394;0;0;0;0;4;5;0;40;16
4448;ruhr_10-40-3-8_tw_60_d480_q3;Ruhr;3;20;8;15;per_day;1375.79394;0;0;0;0;4;5;0;60;16
4449;ruhr_10-40-3-8_tw_60_d480_q3;Ruhr;3;20;8;20;per_day;1394.46476;0;0;0;0;3;5;0;60;12
4450;ruhr_10-40-3-8_tw_60_d480_q3;Ruhr;3;20;8;5;per_day;1331.53474;0;0;0;0;5;5;0;25;20
4451;ruhr_10-40-3-8_tw_60_d480_q3;Ruhr;3;20;8;10;per_entrance;1412.45772;0;0;0;0;3;5;0;30;3
4452;ruhr_10-40-3-8_tw_60_d480_q3;Ruhr;3;20;8;15;per_entrance;1427.45772;0;0;0;0;3;5;0;45;3
4453;ruhr_10-40-3-8_tw_60_d480_q3;Ruhr;3;20;8;20;per_entrance;1442.45772;0;0;0;0;3;5;0;60;3
4454;ruhr_10-40-3-8_tw_60_d480_q3;Ruhr;3;20;8;5;per_entrance;1387.29198;0;0;0;0;5;5;0;30;6
4455;ruhr_10-40-3-8_tw_60_d480_q3;Ruhr;3;20;8;0;none;1297.05612;0;0;0;0;9;5;0;0;22
4456;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;10;10;per_day;1386.14116;0;0;0;0;4;6;0;40;9
4457;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;10;15;per_day;1401.84666;0;0;0;0;3;6;0;45;5
4458;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;10;20;per_day;1416.84666;0;0;0;0;3;6;0;60;5
4459;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;10;5;per_day;1363.69106;0;0;0;0;6;6;0;30;10
4460;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;10;10;per_entrance;1406.84666;0;0;0;0;3;6;0;50;5
4461;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;10;15;per_entrance;1431.84666;0;0;0;0;3;6;0;75;5
4462;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;10;20;per_entrance;1456.84666;0;0;0;0;3;6;0;100;5
4463;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;10;5;per_entrance;1381.84666;0;0;0;0;3;6;0;25;5
4464;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;10;0;none;1324.94182;0;0;0;0;9;6;0;0;17
4465;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;2;10;per_day;1283.70864;48;24;8;80;1;5;0;10;1
4466;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;2;15;per_day;1288.70864;48;24;8;80;1;5;0;15;1
4467;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;2;20;per_day;1291.5587;60;30;10;100;0;5;0;0;0
4468;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;2;5;per_day;1276.65384;48;24;8;80;2;5;0;10;3
4469;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;2;10;per_entrance;1283.70864;48;24;8;80;1;5;0;10;1
4470;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;2;15;per_entrance;1288.70864;48;24;8;80;1;5;0;15;1
4471;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;2;20;per_entrance;1291.5587;60;30;10;100;0;5;0;0;0
4472;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;2;5;per_entrance;1278.70864;48;24;8;80;1;5;0;5;1
4473;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;2;0;none;1261.83592;48;24;8;80;6;5;0;0;10
4474;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;4;10;per_day;1331.70864;96;24;8;80;1;5;0;10;1
4475;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;4;15;per_day;1336.70864;96;24;8;80;1;5;0;15;1
4476;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;4;20;per_day;1341.70864;96;24;8;80;1;5;0;20;1
4477;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;4;5;per_day;1324.65384;96;24;8;80;2;5;0;10;3
4478;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;4;10;per_entrance;1331.70864;96;24;8;80;1;5;0;10;1
4479;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;4;15;per_entrance;1336.70864;96;24;8;80;1;5;0;15;1
4480;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;4;20;per_entrance;1341.70864;96;24;8;80;1;5;0;20;1
4481;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;4;5;per_entrance;1326.70864;96;24;8;80;1;5;0;5;1
4482;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;4;0;none;1297.97306;64;16;6;60;8;5;0;0;15
4483;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;6;10;per_day;1372.1228;72;12;4;40;4;5;0;40;7
4484;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;6;15;per_day;1382.13606;84;14;5;50;2;5;0;30;5
4485;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;6;20;per_day;1389.70864;144;24;8;80;1;5;0;20;1
4486;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;6;5;per_day;1352.1228;72;12;4;40;4;5;0;20;7
4487;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;6;10;per_entrance;1379.70864;144;24;8;80;1;5;0;10;1
4488;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;6;15;per_entrance;1384.70864;144;24;8;80;1;5;0;15;1
4489;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;6;20;per_entrance;1389.70864;144;24;8;80;1;5;0;20;1
4490;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;6;5;per_entrance;1367.1228;72;12;4;40;4;5;0;35;7
4491;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;6;0;none;1324.94182;0;0;0;0;9;6;0;0;17
4492;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;8;10;per_day;1386.14116;0;0;0;0;4;6;0;40;9
4493;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;8;15;per_day;1401.457;16;2;1;10;3;6;0;45;7
4494;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;8;20;per_day;1416.457;16;2;1;10;3;6;0;60;7
4495;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;8;5;per_day;1363.69106;0;0;0;0;6;6;0;30;10
4496;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;8;10;per_entrance;1406.84666;0;0;0;0;3;6;0;50;5
4497;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;8;15;per_entrance;1431.84666;0;0;0;0;3;6;0;75;5
4498;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;8;20;per_entrance;1437.70864;192;24;8;80;1;5;0;20;1
4499;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;8;5;per_entrance;1381.84666;0;0;0;0;3;6;0;25;5
4500;ruhr_10-40-3-9_tw_60_d480_q3;Ruhr;3;20;8;0;none;1324.94182;0;0;0;0;9;6;0;0;17
4501;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;10;10;per_day;1129.26086;60;6;5;25;4;4;0;40;9
4502;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;10;15;per_day;1149.26086;60;6;5;25;4;4;0;60;9
4503;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;10;20;per_day;1169.26086;60;6;5;25;4;4;0;80;9
4504;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;10;5;per_day;1109.26086;60;6;5;25;4;4;0;20;9
4505;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;10;10;per_entrance;1155.82844;80;8;6;30;4;4;0;40;4
4506;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;10;15;per_entrance;1175.82844;80;8;6;30;4;4;0;60;4
4507;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;10;20;per_entrance;1191.97832;160;16;12;60;2;4;0;40;2
4508;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;10;5;per_entrance;1130.8216;50;5;4;20;4;4;0;40;8
4509;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;10;0;none;1074.61914;40;4;3;15;9;4;0;0;15
4510;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;2;10;per_day;1025.82638;50;25;17;85;1;4;0;10;2
4511;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;2;15;per_day;1030.82638;50;25;17;85;1;4;0;15;2
4512;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;2;20;per_day;1035.82638;50;25;17;85;1;4;0;20;2
4513;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;2;5;per_day;1020.82638;50;25;17;85;1;4;0;5;2
4514;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;2;10;per_entrance;1032.56892;50;25;17;85;1;4;0;10;1
4515;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;2;15;per_entrance;1037.56892;50;25;17;85;1;4;0;15;1
4516;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;2;20;per_entrance;1042.56892;50;25;17;85;1;4;0;20;1
4517;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;2;5;per_entrance;1025.82638;50;25;17;85;1;4;0;10;2
4518;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;2;0;none;998.22326;36;18;13;65;8;4;0;0;12
4519;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;4;10;per_day;1064.40372;64;16;12;60;2;4;0;20;3
4520;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;4;15;per_day;1074.40372;64;16;12;60;2;4;0;30;3
4521;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;4;20;per_day;1084.40372;64;16;12;60;2;4;0;40;3
4522;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;4;5;per_day;1054.40372;64;16;12;60;2;4;0;10;3
4523;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;4;10;per_entrance;1074.40372;64;16;12;60;2;4;0;30;3
4524;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;4;15;per_entrance;1085.97832;64;16;12;60;2;4;0;30;2
4525;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;4;20;per_entrance;1092.56892;100;25;17;85;1;4;0;20;1
4526;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;4;5;per_entrance;1059.40372;64;16;12;60;2;4;0;15;3
4527;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;4;0;none;1034.22326;72;18;13;65;8;4;0;0;12
4528;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;6;10;per_day;1095.02614;90;15;11;55;2;4;0;20;3
4529;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;6;15;per_day;1105.02614;90;15;11;55;2;4;0;30;3
4530;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;6;20;per_day;1115.02614;90;15;11;55;2;4;0;40;3
4531;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;6;5;per_day;1079.50236;48;8;6;30;4;4;0;20;8
4532;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;6;10;per_entrance;1105.02614;90;15;11;55;2;4;0;30;3
4533;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;6;15;per_entrance;1117.97832;96;16;12;60;2;4;0;30;2
4534;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;6;20;per_entrance;1127.97832;96;16;12;60;2;4;0;40;2
4535;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;6;5;per_entrance;1090.02614;90;15;11;55;2;4;0;15;3
4536;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;6;0;none;1052.47206;48;8;7;35;7;4;0;0;13
4537;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;8;10;per_day;1115.50236;64;8;6;30;4;4;0;40;8
4538;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;8;15;per_day;1135.02614;120;15;11;55;2;4;0;30;3
4539;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;8;20;per_day;1145.02614;120;15;11;55;2;4;0;40;3
4540;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;8;5;per_day;1095.50236;64;8;6;30;4;4;0;20;8
4541;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;8;10;per_entrance;1135.02614;120;15;11;55;2;4;0;30;3
4542;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;8;15;per_entrance;1149.97832;128;16;12;60;2;4;0;30;2
4543;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;8;20;per_entrance;1159.97832;128;16;12;60;2;4;0;40;2
4544;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;8;5;per_entrance;1115.50236;64;8;6;30;4;4;0;40;8
4545;ruhr_20-30-3-0_tw_60_d480_q_1_5;Ruhr;1.5;40;8;0;none;1066.54082;48;6;6;30;8;4;0;0;15
4546;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;10;10;per_day;1095.73086;90;9;8;40;4;4;0;40;12
4547;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;10;15;per_day;1113.46714;90;9;9;45;3;4;0;45;7
4548;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;10;20;per_day;1128.46714;90;9;9;45;3;4;0;60;7
4549;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;10;5;per_day;1075.73086;90;9;8;40;4;4;0;20;12
4550;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;10;10;per_entrance;1126.17174;70;7;7;35;4;4;0;40;4
4551;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;10;15;per_entrance;1146.17174;70;7;7;35;4;4;0;60;4
4552;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;10;20;per_entrance;1166.17174;70;7;7;35;4;4;0;80;4
4553;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;10;5;per_entrance;1103.46714;90;9;9;45;3;4;0;35;7
4554;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;10;0;none;1048.78558;90;9;8;40;8;4;0;0;13
4555;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;2;10;per_day;964.84332;56;28;19;95;1;4;0;10;4
4556;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;2;15;per_day;969.84332;56;28;19;95;1;4;0;15;4
4557;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;2;20;per_day;974.84332;56;28;19;95;1;4;0;20;4
4558;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;2;5;per_day;959.7318;56;28;19;95;2;4;0;10;7
4559;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;2;10;per_entrance;977.52274;56;28;19;95;1;4;0;10;1
4560;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;2;15;per_entrance;980.52078;60;30;20;100;0;4;0;0;0
4561;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;2;20;per_entrance;980.52078;60;30;20;100;0;4;0;0;0
4562;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;2;5;per_entrance;972.52274;56;28;19;95;1;4;0;5;1
4563;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;2;0;none;946.21092;48;24;17;85;6;4;0;0;11
4564;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;4;10;per_day;1020.33012;76;19;14;70;3;4;0;30;13
4565;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;4;15;per_day;1025.84332;112;28;19;95;1;4;0;15;4
4566;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;4;20;per_day;1030.84332;112;28;19;95;1;4;0;20;4
4567;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;4;5;per_day;1005.33012;76;19;14;70;3;4;0;15;13
4568;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;4;10;per_entrance;1033.52274;112;28;19;95;1;4;0;10;1
4569;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;4;15;per_entrance;1038.52274;112;28;19;95;1;4;0;15;1
4570;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;4;20;per_entrance;1040.52078;120;30;20;100;0;4;0;0;0
4571;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;4;5;per_entrance;1028.52274;112;28;19;95;1;4;0;5;1
4572;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;4;0;none;987.69128;76;19;14;70;5;4;0;0;15
4573;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;6;10;per_day;1057.2976;78;13;11;55;3;4;0;30;7
4574;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;6;15;per_day;1072.06492;102;17;14;70;2;4;0;30;6
4575;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;6;20;per_day;1082.06492;102;17;14;70;2;4;0;40;6
4576;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;6;5;per_day;1038.6857;78;13;10;50;4;4;0;20;13
4577;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;6;10;per_entrance;1087.86298;114;19;15;75;3;4;0;30;3
4578;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;6;15;per_entrance;1094.52274;168;28;19;95;1;4;0;15;1
4579;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;6;20;per_entrance;1099.52274;168;28;19;95;1;4;0;20;1
4580;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;6;5;per_entrance;1062.2976;78;13;11;55;3;4;0;35;7
4581;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;6;0;none;1012.78558;54;9;8;40;8;4;0;0;13
4582;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;8;10;per_day;1077.73086;72;9;8;40;4;4;0;40;12
4583;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;8;15;per_day;1095.46714;72;9;9;45;3;4;0;45;7
4584;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;8;20;per_day;1110.46714;72;9;9;45;3;4;0;60;7
4585;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;8;5;per_day;1057.73086;72;9;8;40;4;4;0;20;12
4586;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;8;10;per_entrance;1109.99916;88;11;9;45;4;4;0;40;4
4587;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;8;15;per_entrance;1129.99916;88;11;9;45;4;4;0;60;4
4588;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;8;20;per_entrance;1147.64958;96;12;10;50;3;4;0;60;3
4589;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;8;5;per_entrance;1085.46714;72;9;9;45;3;4;0;35;7
4590;ruhr_20-30-3-1_tw_60_d480_q_1_5;Ruhr;1.5;40;8;0;none;1030.78558;72;9;8;40;8;4;0;0;13
4591;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;10;10;per_day;1121.80788;40;4;4;20;4;4;0;40;18
4592;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;10;15;per_day;1141.58966;70;7;7;35;3;4;0;45;9
4593;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;10;20;per_day;1156.58966;70;7;7;35;3;4;0;60;9
4594;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;10;5;per_day;1100.484;60;6;5;25;5;4;0;25;17
4595;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;10;10;per_entrance;1175.44864;120;12;10;50;2;4;0;50;5
4596;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;10;15;per_entrance;1191.4943;70;7;5;25;3;4;0;45;3
4597;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;10;20;per_entrance;1206.4943;70;7;5;25;3;4;0;60;3
4598;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;10;5;per_entrance;1141.58966;70;7;7;35;3;4;0;45;9
4599;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;10;0;none;1071.27604;30;3;3;15;8;4;0;0;17
4600;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;2;10;per_day;1013.61184;60;30;20;100;1;4;0;10;8
4601;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;2;15;per_day;1017.4294;60;30;20;100;0;4;0;0;0
4602;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;2;20;per_day;1017.4294;60;30;20;100;0;4;0;0;0
4603;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;2;5;per_day;1005.37318;60;30;20;100;4;4;0;20;15
4604;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;2;10;per_entrance;1017.4294;60;30;20;100;0;4;0;0;0
4605;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;2;15;per_entrance;1017.4294;60;30;20;100;0;4;0;0;0
4606;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;2;20;per_entrance;1017.4294;60;30;20;100;0;4;0;0;0
4607;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;2;5;per_entrance;1017.4294;60;30;20;100;0;4;0;0;0
4608;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;2;0;none;985.37318;60;30;20;100;4;4;0;0;15
4609;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;4;10;per_day;1064.07214;96;24;17;85;2;4;0;20;13
4610;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;4;15;per_day;1074.07214;96;24;17;85;2;4;0;30;13
4611;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;4;20;per_day;1077.4294;120;30;20;100;0;4;0;0;0
4612;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;4;5;per_day;1053.23658;60;15;12;60;4;4;0;20;12
4613;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;4;10;per_entrance;1077.4294;120;30;20;100;0;4;0;0;0
4614;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;4;15;per_entrance;1077.4294;120;30;20;100;0;4;0;0;0
4615;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;4;20;per_entrance;1077.4294;120;30;20;100;0;4;0;0;0
4616;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;4;5;per_entrance;1077.4294;120;30;20;100;0;4;0;0;0
4617;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;4;0;none;1029.88396;44;11;10;50;9;4;0;0;18
4618;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;6;10;per_day;1096.83638;90;15;12;60;2;4;0;20;9
4619;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;6;15;per_day;1106.83638;90;15;12;60;2;4;0;30;9
4620;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;6;20;per_day;1116.83638;90;15;12;60;2;4;0;40;9
4621;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;6;5;per_day;1076.484;36;6;5;25;5;4;0;25;17
4622;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;6;10;per_entrance;1127.44864;72;12;10;50;2;4;0;50;5
4623;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;6;15;per_entrance;1135.47418;132;22;16;80;1;4;0;15;1
4624;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;6;20;per_entrance;1137.4294;180;30;20;100;0;4;0;0;0
4625;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;6;5;per_entrance;1102.44864;72;12;10;50;2;4;0;25;5
4626;ruhr_20-30-3-2_tw_60_d480_q_1_5;Ruhr;1.5;40;6;0;none;1047.48314;42;7;7;35;8;4;0;0;15
